Proposal ID,Date,Country,Event,Primary source,Final URL,Proposed action,Confidence,Evidence,Review status,Created,Last checked
EV-11AF8EF1D8,2026-05-08 to 2026-05-10,UK,Mynydd Y Gaer Mountain Challenge,https://www.canitrailuk.co.uk/cani-trail-mountain-challenge,https://www.canitrailuk.co.uk/cani-trail-mountain-challenge,replace-source-or-confirm-cancelled,high,Primary source returns HTTP 404.,pending,2026-09-21,2026-09-23
EV-EBD40B49E9,2026-05-24,France,5e Cani-Cross des Sénons,https://courses.ffslc.fr/event-fiche/1067,https://courses.ffslc.fr/event-fiche/1067,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-85A0191A5B,2026-05-30,Italy,CLUT / UltraKtrail / Chien Ultra K,https://www.clut.run/quote-e-regolamento/,https://www.clut.run/quote-e-regolamento/,verify-dog-eligibility,medium,Dog discipline/access marker was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-1B3612E581,2026-05-30 to 2026-05-31,France,Canitrail des biches,https://courses.ffslc.fr/event-fiche/1121/,https://courses.ffslc.fr/event-fiche/1121/,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-D53AD34F8D,2026-08-09,France,Canitrail dans le Taillefer,https://courses.ffslc.fr/calendar,https://courses.ffslc.fr/calendar,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-EB65215B11,2026-08-22 to 2026-08-23,France,Canitrail sur les traces de Stevenson,https://courses.ffslc.fr/calendar,https://courses.ffslc.fr/calendar,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-0E3B6B9D9B,2026-08-29 to 2026-08-30,France,Trophée de Sirius des Aiguilles d'Arves,https://courses.ffslc.fr/calendar,https://courses.ffslc.fr/calendar,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-23F1F190E4,2026-09-11,Germany,TOUGH HUNTER Nachtlauf 2026,https://tough-cross.de/tough-hunter/,https://tough-cross.de/tough-hunter/,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-5123FD7B7C,2026-09-12 to 2026-09-13,France,Woofest,https://courses.ffslc.fr/calendar,https://courses.ffslc.fr/calendar,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-322A01515E,2026-09-13,France,Canitrail des montées du Daubenschlag,https://courses.ffslc.fr/event-fiche/1153/,https://courses.ffslc.fr/event-fiche/1153/,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-1F420BCB92,2026-09-13,France,Woofest – Canicross,https://courses.ffslc.fr/event-fiche/1197,https://courses.ffslc.fr/event-fiche/1197,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-4E8A1C103C,2026-09-19,France,Canicross du lac de Chour,https://courses.ffslc.fr/calendar-map,https://courses.ffslc.fr/calendar-map,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-BB0F2F09E1,2026-09-20,France,Interclub des menhirs – Canicross,https://courses.ffslc.fr/calendar-map,https://courses.ffslc.fr/calendar-map,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-6BF742555A,2026-09-26 to 2026-09-27,France,Canifadas de Gréolières,https://courses.ffslc.fr/calendar,https://courses.ffslc.fr/calendar,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-9E55453211,2026-09-26 to 2026-09-27,France,Canifadas de Gréolières – Canicross,https://courses.ffslc.fr/calendar-map,https://courses.ffslc.fr/calendar-map,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-5808C0B1BA,2026-09-26 to 2026-09-27,France,Roazhon Run – Canicross,https://courses.ffslc.fr/calendar-map,https://courses.ffslc.fr/calendar-map,verify-date,medium,Stored event year/date was not found in fetched source text.,pending,2026-09-21,2026-09-23
EV-40F92CF22E,2026-09-26 to 2026-09-27,Switzerland,Canicross Yens,https://swiss-canicross.ch/de/nos-courses/,https://swiss-canicross.ch/de/nos-courses/,verify-event-identity,medium,Event-name match against fetched source text is weak.,pending,2026-09-21,2026-09-23
